Site,SubCatch,Slope,Elevation,LC,SAR,Area,CV,HV
28,1,3.441679954528808594e+00,2.268564796447753906e+01,6.150395102019210753e+02,1.001461505889892578e+00,4.365000000000000000e+06,2.690000000000000000e+02,1.830000000000000000e+02
28,2,1.229015231132507324e+00,4.586305618286132812e+00,5.782538627540579910e+02,1.000333428382873535e+00,2.025000000000000000e+06,3.050000000000000000e+02,1.540000000000000000e+02
28,3,3.150127649307250977e+00,2.945221138000488281e+01,6.029903886857688349e+02,1.000924944877624512e+00,3.813750000000000000e+06,1.160000000000000000e+02,1.550000000000000000e+02
28,4,1.618036389350891113e+00,1.380629158020019531e+01,6.815372326144431554e+02,1.000383496284484863e+00,2.092500000000000000e+06,1.770000000000000000e+02,1.480000000000000000e+02
28,5,2.089137315750122070e+00,4.350325393676757812e+01,6.272170456321215397e+02,1.000364065170288086e+00,4.618125000000000000e+06,0.000000000000000000e+00,1.490000000000000000e+02
28,6,1.530404210090637207e+00,1.651802635192871094e+01,9.180184319145623704e+02,1.000293254852294922e+00,4.443750000000000000e+06,3.430000000000000000e+02,2.500000000000000000e+02
28,7,2.212123632431030273e+00,3.073603630065917969e+01,7.961610588764098111e+02,1.000446319580078125e+00,4.938750000000000000e+06,1.200000000000000000e+02,2.180000000000000000e+02
28,8,9.664299488067626953e-01,2.005000114440917969e+00,3.750000000000000000e+01,1.000324487686157227e+00,1.125000000000000000e+04,2.000000000000000000e+00,2.000000000000000000e+00
29,1,1.935752153396606445e+00,2.534273529052734375e+01,6.841029783333353862e+02,1.000355005264282227e+00,5.979375000000000000e+06,3.400000000000000000e+01,2.660000000000000000e+02
29,2,1.302869319915771484e+00,8.890110015869140625e+00,6.848387052547242320e+02,1.000178337097167969e+00,4.083750000000000000e+06,4.270000000000000000e+02,2.950000000000000000e+02
29,3,2.016220092773437500e+00,1.900129890441894531e+01,8.921346709163601645e+02,1.000337123870849609e+00,3.982500000000000000e+06,1.960000000000000000e+02,1.300000000000000000e+02
29,4,1.682582139968872070e+00,2.449929237365722656e+01,4.703320118860096954e+02,1.000330209732055664e+00,3.414375000000000000e+06,8.300000000000000000e+01,2.520000000000000000e+02
29,5,2.155728101730346680e+00,1.029549121856689453e+01,6.863243447729821582e+02,1.000495314598083496e+00,3.318750000000000000e+06,2.290000000000000000e+02,1.320000000000000000e+02
29,6,1.933348417282104492e+00,1.205724048614501953e+01,8.533646248403115351e+02,1.000376820564270020e+00,2.874375000000000000e+06,2.350000000000000000e+02,1.610000000000000000e+02
29,7,7.267532348632812500e-01,4.923921585083007812e+00,7.793346651340548306e+02,1.000090241432189941e+00,4.016250000000000000e+06,5.650000000000000000e+02,2.340000000000000000e+02
29,8,2.059634625911712646e-01,2.341485261917114258e+00,4.032348321692259674e+02,1.000017404556274414e+00,1.136250000000000000e+06,2.020000000000000000e+02,1.330000000000000000e+02
29,9,4.661289453506469727e-01,3.332607746124267578e+00,6.282814017848788808e+02,1.000056266784667969e+00,4.702500000000000000e+06,8.200000000000000000e+02,4.460000000000000000e+02
29,10,2.061713784933090210e-01,2.383057594299316406e+00,3.014809708964958190e+02,1.000023961067199707e+00,1.563750000000000000e+06,2.780000000000000000e+02,2.220000000000000000e+02
29,11,6.272938251495361328e-01,3.306324481964111328e+00,7.051487682095861373e+02,1.000305294990539551e+00,5.585625000000000000e+06,9.560000000000000000e+02,4.270000000000000000e+02
29,12,1.529687762260437012e+00,6.731733798980712891e+00,7.103816864906771116e+02,1.000477671623229980e+00,1.038375000000000000e+07,1.271000000000000000e+03,6.400000000000000000e+02
29,13,1.310001850128173828e+00,5.849870681762695312e+00,5.238874856269538896e+02,1.000541329383850098e+00,3.493125000000000000e+06,4.880000000000000000e+02,3.110000000000000000e+02
30,1,2.143960237503051758e+00,1.920207023620605469e+01,1.032724640460622140e+03,1.000617027282714844e+00,2.255625000000000000e+06,8.000000000000000000e+01,6.500000000000000000e+01
30,2,2.718570470809936523e+00,1.274301910400390625e+01,5.673734376109686082e+02,1.001191496849060059e+00,2.981250000000000000e+06,2.240000000000000000e+02,1.680000000000000000e+02
30,3,2.516448497772216797e+00,1.785203361511230469e+01,9.137092658732644850e+02,1.000908136367797852e+00,2.655000000000000000e+06,1.070000000000000000e+02,1.020000000000000000e+02
30,4,2.867325544357299805e+00,2.486959838867187500e+01,7.267722609181629423e+02,1.001496911048889160e+00,3.645000000000000000e+06,5.100000000000000000e+01,1.180000000000000000e+02
30,5,2.059715270996093750e+00,2.731021308898925781e+01,6.738595752289327265e+02,1.000368118286132812e+00,6.918750000000000000e+06,8.800000000000000000e+01,3.930000000000000000e+02
30,6,3.117331027984619141e+00,2.390171051025390625e+01,6.999753329071307917e+02,1.001464962959289551e+00,2.891250000000000000e+06,1.500000000000000000e+01,5.900000000000000000e+01
30,7,1.929806113243103027e+00,1.213554096221923828e+01,3.512329092434563904e+02,1.000490665435791016e+00,1.350000000000000000e+06,6.700000000000000000e+01,1.250000000000000000e+02
30,8,2.315991878509521484e+00,2.440052223205566406e+01,7.537908033081470194e+02,1.000654220581054688e+00,6.660000000000000000e+06,6.900000000000000000e+01,3.690000000000000000e+02
30,9,1.653573393821716309e+00,2.600983047485351562e+01,9.384313225012786006e+02,1.000396966934204102e+00,2.643750000000000000e+06,1.400000000000000000e+01,6.000000000000000000e+01
30,10,8.981990814208984375e-01,3.102499771118164062e+01,8.991919576957343452e+02,1.000196337699890137e+00,4.140000000000000000e+06,0.000000000000000000e+00,1.820000000000000000e+02
30,11,2.932506561279296875e+00,2.925419235229492188e+01,6.456508069517250306e+02,1.000841617584228516e+00,4.910625000000000000e+06,0.000000000000000000e+00,2.080000000000000000e+02
30,12,8.953303694725036621e-01,2.032500076293945312e+01,1.374080085889910663e+02,1.000077009201049805e+00,4.500000000000000000e+04,0.000000000000000000e+00,8.000000000000000000e+00
30,13,2.856735944747924805e+00,4.001620864868164062e+01,1.056028259331745403e+03,1.000713944435119629e+00,2.756250000000000000e+06,0.000000000000000000e+00,5.200000000000000000e+01
30,14,1.973543643951416016e+00,3.420803833007812500e+01,1.042430586735517863e+03,1.000362873077392578e+00,2.379375000000000000e+06,0.000000000000000000e+00,7.200000000000000000e+01
30,15,4.098961353302001953e+00,7.468137264251708984e+00,3.051396314207597698e+02,1.002247810363769531e+00,5.737500000000000000e+05,2.500000000000000000e+01,3.100000000000000000e+01
33,1,7.386266708374023438e+00,3.443673324584960938e+01,2.836130352422543410e+02,1.006298899650573730e+00,2.188125000000000000e+06,0.000000000000000000e+00,4.000000000000000000e+01
33,2,6.694435596466064453e+00,6.713834381103515625e+01,7.091395164586917872e+02,1.005717873573303223e+00,3.256875000000000000e+06,0.000000000000000000e+00,1.600000000000000000e+01
33,3,5.260952949523925781e+00,7.511760711669921875e+01,5.870536018127827447e+02,1.003152132034301758e+00,2.970000000000000000e+06,0.000000000000000000e+00,1.400000000000000000e+01
33,4,4.966397285461425781e+00,6.856233215332031250e+01,7.174519379044777452e+02,1.001985430717468262e+00,3.330000000000000000e+06,0.000000000000000000e+00,1.300000000000000000e+01
33,5,4.778221130371093750e+00,7.871749877929687500e+01,6.749557018566907800e+02,1.002242445945739746e+00,3.020625000000000000e+06,0.000000000000000000e+00,2.600000000000000000e+01
33,6,5.059279918670654297e+00,7.947882843017578125e+01,5.825483190316630271e+02,1.001966238021850586e+00,4.224375000000000000e+06,0.000000000000000000e+00,2.800000000000000000e+01
33,7,4.862651348114013672e+00,8.423437500000000000e+01,5.260983339473337992e+02,1.002347350120544434e+00,3.436875000000000000e+06,0.000000000000000000e+00,3.500000000000000000e+01
33,8,4.603435516357421875e+00,1.122532882690429688e+02,5.417298659603848137e+02,1.002122998237609863e+00,6.682500000000000000e+06,0.000000000000000000e+00,7.600000000000000000e+01
33,9,4.761278152465820312e+00,1.156777038574218750e+02,7.245849432758611783e+02,1.002110123634338379e+00,8.448750000000000000e+06,0.000000000000000000e+00,4.400000000000000000e+01
33,10,5.255981445312500000e+00,5.454571533203125000e+01,9.228764432334522780e+02,1.003606319427490234e+00,1.220625000000000000e+06,0.000000000000000000e+00,1.100000000000000000e+01
34,1,5.611169815063476562e+00,8.163005065917968750e+01,3.414402406336585045e+02,1.004528760910034180e+00,4.061250000000000000e+06,0.000000000000000000e+00,6.700000000000000000e+01
34,2,4.057886123657226562e+00,8.259099578857421875e+01,6.958639741719738367e+02,1.002139687538146973e+00,2.250000000000000000e+06,0.000000000000000000e+00,2.900000000000000000e+01
34,3,4.514738559722900391e+00,8.911570739746093750e+01,7.202117644906043097e+02,1.003102421760559082e+00,4.905000000000000000e+06,0.000000000000000000e+00,5.700000000000000000e+01
34,4,4.543096065521240234e+00,1.001094436645507812e+02,6.275259960195593294e+02,1.002618312835693359e+00,2.441250000000000000e+06,0.000000000000000000e+00,1.000000000000000000e+01
34,5,5.931350231170654297e+00,1.114260787963867188e+02,6.854891343871333902e+02,1.004134535789489746e+00,5.996250000000000000e+06,0.000000000000000000e+00,1.200000000000000000e+01
34,6,4.425262928009033203e+00,1.185354385375976562e+02,6.063745168735674724e+02,1.002009153366088867e+00,3.127500000000000000e+06,0.000000000000000000e+00,2.800000000000000000e+01
34,7,5.079019069671630859e+00,1.345781250000000000e+02,6.826490650936640350e+02,1.002242326736450195e+00,4.398750000000000000e+06,0.000000000000000000e+00,3.500000000000000000e+01
34,8,7.024091243743896484e+00,1.249789886474609375e+02,6.813385967839330988e+02,1.005308270454406738e+00,3.802500000000000000e+06,0.000000000000000000e+00,1.000000000000000000e+01
34,9,4.073361873626708984e+00,1.202732391357421875e+02,5.711765789920369798e+02,1.001436233520507812e+00,4.623750000000000000e+06,0.000000000000000000e+00,4.300000000000000000e+01
34,10,5.367424964904785156e+00,1.323235626220703125e+02,4.788011941028879619e+02,1.002386927604675293e+00,3.223125000000000000e+06,0.000000000000000000e+00,3.000000000000000000e+01
34,11,3.776637554168701172e+00,1.108843612670898438e+02,4.206015786944917068e+02,1.001109838485717773e+00,2.193750000000000000e+06,0.000000000000000000e+00,3.700000000000000000e+01
34,12,3.542421102523803711e+00,1.362710113525390625e+02,6.519088457596787975e+02,1.000995874404907227e+00,7.042500000000000000e+06,0.000000000000000000e+00,1.160000000000000000e+02
34,13,3.568367719650268555e+00,1.335339508056640625e+02,5.747075478675698150e+02,1.000963091850280762e+00,4.241250000000000000e+06,0.000000000000000000e+00,7.400000000000000000e+01
34,14,5.230230331420898438e+00,1.549539947509765625e+02,7.495386583255332198e+02,1.002278447151184082e+00,3.363750000000000000e+06,0.000000000000000000e+00,2.900000000000000000e+01
34,15,5.134613037109375000e+00,5.408428955078125000e+01,3.500352116039588282e+02,1.003647208213806152e+00,7.875000000000000000e+05,0.000000000000000000e+00,2.600000000000000000e+01
35,1,7.442364692687988281e+00,9.695477294921875000e+01,7.001352135429914370e+02,1.004225373268127441e+00,2.711250000000000000e+06,0.000000000000000000e+00,9.000000000000000000e+00
35,2,4.016386985778808594e+00,6.721168518066406250e+01,5.359589907074172288e+02,1.001270651817321777e+00,3.706875000000000000e+06,0.000000000000000000e+00,8.100000000000000000e+01
35,3,5.437653541564941406e+00,4.599420928955078125e+01,5.396167980033687854e+02,1.002826452255249023e+00,8.544375000000000000e+06,0.000000000000000000e+00,1.530000000000000000e+02
35,4,4.286296367645263672e+00,6.247535324096679688e+01,7.789385931049250757e+02,1.001577973365783691e+00,2.396250000000000000e+06,0.000000000000000000e+00,3.500000000000000000e+01
35,5,5.118492126464843750e+00,5.559999847412109375e+01,5.351363916523226862e+02,1.002215027809143066e+00,3.864375000000000000e+06,0.000000000000000000e+00,5.400000000000000000e+01
35,6,3.483969449996948242e+00,3.013928985595703125e+01,2.428379520947186450e+02,1.001129388809204102e+00,1.575000000000000000e+06,0.000000000000000000e+00,8.800000000000000000e+01
35,7,3.148117065429687500e+00,3.445492172241210938e+01,5.332307043576817023e+02,1.000903725624084473e+00,3.943125000000000000e+06,0.000000000000000000e+00,1.930000000000000000e+02
35,8,2.682525873184204102e+00,3.034922981262207031e+01,8.314657420672706394e+02,1.000661015510559082e+00,1.462500000000000000e+06,0.000000000000000000e+00,2.500000000000000000e+01
35,9,2.978213310241699219e+00,3.171581268310546875e+01,1.009298224424764385e+03,1.000802278518676758e+00,1.316250000000000000e+06,0.000000000000000000e+00,3.800000000000000000e+01
35,10,5.548694610595703125e+00,7.080043792724609375e+01,6.898285001540506300e+02,1.002798795700073242e+00,3.903750000000000000e+06,0.000000000000000000e+00,3.900000000000000000e+01
35,11,3.263100624084472656e+00,3.560148239135742188e+01,5.439117593927973076e+02,1.000871658325195312e+00,1.895625000000000000e+06,0.000000000000000000e+00,7.000000000000000000e+01
35,12,6.020925045013427734e+00,6.622982788085937500e+01,7.215890574106243776e+02,1.002792358398437500e+00,3.206250000000000000e+06,0.000000000000000000e+00,1.500000000000000000e+01
35,13,4.504300117492675781e+00,4.345045471191406250e+01,5.418282582502321247e+02,1.001957535743713379e+00,4.938750000000000000e+06,0.000000000000000000e+00,1.290000000000000000e+02
35,14,6.121852397918701172e+00,5.004780960083007812e+01,4.789925892987616294e+02,1.003191709518432617e+00,3.718125000000000000e+06,0.000000000000000000e+00,3.400000000000000000e+01
35,15,7.661028861999511719e+00,4.559020233154296875e+01,5.933398498231307485e+02,1.005667805671691895e+00,4.708125000000000000e+06,0.000000000000000000e+00,4.900000000000000000e+01
35,16,5.018400669097900391e+00,2.904799079895019531e+01,5.146662948233365569e+02,1.002694249153137207e+00,9.371250000000000000e+06,1.130000000000000000e+02,3.060000000000000000e+02
37,1,6.251867771148681641e+00,1.228749465942382812e+02,8.145801436639458188e+02,1.003349661827087402e+00,2.424375000000000000e+06,0.000000000000000000e+00,3.000000000000000000e+00
37,2,3.502713680267333984e+00,1.116641387939453125e+02,5.621463405847238164e+02,1.001128435134887695e+00,4.674375000000000000e+06,0.000000000000000000e+00,9.200000000000000000e+01
37,3,5.206198215484619141e+00,1.023364562988281250e+02,4.798121726078676943e+02,1.002502441406250000e+00,4.798125000000000000e+06,0.000000000000000000e+00,3.700000000000000000e+01
37,4,4.627467632293701172e+00,1.047243957519531250e+02,6.559429216667059563e+02,1.002158641815185547e+00,2.098125000000000000e+06,0.000000000000000000e+00,7.000000000000000000e+00
37,5,6.231806755065917969e+00,8.462800598144531250e+01,4.230785161019412612e+02,1.004293322563171387e+00,4.117500000000000000e+06,0.000000000000000000e+00,2.400000000000000000e+01
37,6,7.822670936584472656e+00,5.422293472290039062e+01,1.456033300838989248e+02,1.006017446517944336e+00,6.131250000000000000e+05,0.000000000000000000e+00,7.000000000000000000e+00
37,7,5.603234767913818359e+00,9.550620269775390625e+01,5.057138884423973195e+02,1.003497362136840820e+00,7.976250000000000000e+06,0.000000000000000000e+00,7.100000000000000000e+01
37,8,5.114769458770751953e+00,8.937286376953125000e+01,7.807746332928293214e+02,1.002465367317199707e+00,1.181250000000000000e+06,0.000000000000000000e+00,4.000000000000000000e+00
37,9,7.990750789642333984e+00,9.573304748535156250e+01,6.679771904935638531e+02,1.006249547004699707e+00,4.016250000000000000e+06,0.000000000000000000e+00,1.400000000000000000e+01
37,10,5.953940868377685547e+00,1.064900207519531250e+02,6.727043467673985333e+02,1.003499865531921387e+00,6.418125000000000000e+06,0.000000000000000000e+00,3.900000000000000000e+01
37,11,6.846081256866455078e+00,8.689837646484375000e+01,4.632260107522422459e+02,1.004405736923217773e+00,5.529375000000000000e+06,0.000000000000000000e+00,3.800000000000000000e+01
37,12,7.865653038024902344e+00,4.993143081665039062e+01,1.393749226293056154e+02,1.005574464797973633e+00,1.968750000000000000e+05,0.000000000000000000e+00,2.000000000000000000e+00
38,1,8.578880310058593750e+00,2.226571960449218750e+02,6.096533510490475010e+02,1.007535696029663086e+00,9.551250000000000000e+06,0.000000000000000000e+00,3.500000000000000000e+01
38,2,1.042424297332763672e+01,1.861453247070312500e+02,4.792208641955124335e+02,1.010659575462341309e+00,5.709375000000000000e+06,0.000000000000000000e+00,3.900000000000000000e+01
38,3,8.252081871032714844e+00,2.410657043457031250e+02,5.344493487191060694e+02,1.006374835968017578e+00,8.330625000000000000e+06,0.000000000000000000e+00,2.500000000000000000e+01
38,4,8.090779304504394531e+00,2.049122161865234375e+02,7.800125447696402716e+02,1.005715489387512207e+00,1.749375000000000000e+06,0.000000000000000000e+00,3.000000000000000000e+01
38,5,5.880484104156494141e+00,1.989084167480468750e+02,6.531782921623413358e+02,1.003438711166381836e+00,4.213125000000000000e+06,0.000000000000000000e+00,7.900000000000000000e+01
38,6,5.285879611968994141e+00,2.114074554443359375e+02,7.571093911058690082e+02,1.002690196037292480e+00,5.062500000000000000e+06,0.000000000000000000e+00,1.460000000000000000e+02
38,7,3.647180557250976562e+00,1.874469299316406250e+02,4.956862693459370917e+02,1.001098394393920898e+00,3.678750000000000000e+06,0.000000000000000000e+00,1.130000000000000000e+02
38,8,3.625688076019287109e+00,1.980741729736328125e+02,5.795910804339360993e+02,1.001162409782409668e+00,4.573125000000000000e+06,0.000000000000000000e+00,1.380000000000000000e+02
38,9,1.162083625793457031e+01,1.663349914550781250e+02,2.769759197546794098e+02,1.018969893455505371e+00,3.375000000000000000e+05,0.000000000000000000e+00,6.000000000000000000e+00
39,1,8.099017143249511719e+00,1.930330810546875000e+02,9.197295425962965965e+02,1.004873275756835938e+00,2.295000000000000000e+06,0.000000000000000000e+00,5.000000000000000000e+00
39,2,1.037807559967041016e+01,1.925986480712890625e+02,7.288914525885661533e+02,1.007604479789733887e+00,2.081250000000000000e+06,0.000000000000000000e+00,6.000000000000000000e+00
39,3,8.044998168945312500e+00,1.940323333740234375e+02,6.635244765615212827e+02,1.005156993865966797e+00,3.566250000000000000e+06,0.000000000000000000e+00,1.500000000000000000e+01
39,4,8.758309364318847656e+00,1.625467224121093750e+02,6.907089468336431537e+02,1.006050467491149902e+00,2.925000000000000000e+06,0.000000000000000000e+00,2.700000000000000000e+01
39,5,7.371157646179199219e+00,1.508724060058593750e+02,4.700623142186150858e+02,1.004909634590148926e+00,8.943750000000000000e+06,0.000000000000000000e+00,1.270000000000000000e+02
39,6,9.782480239868164062e+00,1.113240127563476562e+02,4.275627805659384535e+02,1.008942127227783203e+00,3.560625000000000000e+06,0.000000000000000000e+00,1.200000000000000000e+01
39,7,4.720725536346435547e+00,1.958692474365234375e+02,6.729208592996401421e+02,1.001445293426513672e+00,1.299375000000000000e+06,0.000000000000000000e+00,5.000000000000000000e+00
39,8,6.162336826324462891e+00,1.212537155151367188e+02,5.898681068892985877e+02,1.003318786621093750e+00,9.225000000000000000e+06,0.000000000000000000e+00,6.100000000000000000e+01
39,9,5.605822563171386719e+00,2.179432830810546875e+02,6.408199768268070784e+02,1.001973628997802734e+00,5.394375000000000000e+06,0.000000000000000000e+00,2.600000000000000000e+01
39,10,5.139111042022705078e+00,1.647760009765625000e+02,6.882902925684250022e+02,1.002282619476318359e+00,9.140625000000000000e+06,0.000000000000000000e+00,9.300000000000000000e+01
39,11,1.738099861145019531e+01,9.955769348144531250e+01,1.292278554035288209e+02,1.029022693634033203e+00,1.462500000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
40,1,5.519008636474609375e+00,1.622016143798828125e+02,6.137701847401125406e+02,1.002380013465881348e+00,3.836250000000000000e+06,0.000000000000000000e+00,9.000000000000000000e+00
40,2,3.635148525238037109e+00,1.160847396850585938e+02,4.309987500956484041e+02,1.001267313957214355e+00,2.728125000000000000e+06,0.000000000000000000e+00,6.600000000000000000e+01
40,3,3.399146795272827148e+00,1.658058929443359375e+02,7.121221099701645016e+02,1.000957608222961426e+00,7.149375000000000000e+06,0.000000000000000000e+00,2.000000000000000000e+02
40,4,3.386040687561035156e+00,1.520026702880859375e+02,9.201670708376282164e+02,1.000854611396789551e+00,4.224375000000000000e+06,0.000000000000000000e+00,7.700000000000000000e+01
40,5,3.942563772201538086e+00,1.225257949829101562e+02,6.516505036489151053e+02,1.001502752304077148e+00,2.137500000000000000e+06,0.000000000000000000e+00,6.100000000000000000e+01
40,6,2.388558149337768555e+00,1.168323974609375000e+02,5.701580692993937873e+02,1.000663399696350098e+00,2.396250000000000000e+06,0.000000000000000000e+00,1.250000000000000000e+02
40,7,4.333673000335693359e+00,1.374998931884765625e+02,7.040373885624659351e+02,1.001734733581542969e+00,5.034375000000000000e+06,0.000000000000000000e+00,1.170000000000000000e+02
40,8,3.756327390670776367e+00,1.477498474121093750e+02,6.386056488508603479e+02,1.001281261444091797e+00,6.024375000000000000e+06,0.000000000000000000e+00,2.660000000000000000e+02
40,9,2.697435140609741211e+00,1.381822509765625000e+02,8.216642965698299577e+02,1.000540614128112793e+00,1.901250000000000000e+06,0.000000000000000000e+00,2.300000000000000000e+01
40,10,6.851625442504882812e+00,1.712503204345703125e+02,7.010448386054591765e+02,1.004679560661315918e+00,3.521250000000000000e+06,0.000000000000000000e+00,3.900000000000000000e+01
40,11,6.879388332366943359e+00,1.508911895751953125e+02,1.011323721320770801e+03,1.004360198974609375e+00,2.362500000000000000e+06,0.000000000000000000e+00,4.300000000000000000e+01
40,12,3.224944829940795898e+00,1.250205230712890625e+02,3.957121250252917548e+02,1.001038551330566406e+00,1.507500000000000000e+06,0.000000000000000000e+00,6.800000000000000000e+01
40,13,5.868844985961914062e+00,1.413661193847656250e+02,7.019959640139591102e+02,1.003353595733642578e+00,1.659375000000000000e+06,0.000000000000000000e+00,1.800000000000000000e+01
40,14,7.241487026214599609e+00,1.639264678955078125e+02,4.030917636534333042e+02,1.005866765975952148e+00,1.445625000000000000e+06,0.000000000000000000e+00,2.000000000000000000e+01
40,15,8.875043869018554688e+00,2.244902648925781250e+02,9.333851350451539020e+02,1.006683230400085449e+00,4.387500000000000000e+06,0.000000000000000000e+00,1.200000000000000000e+01
40,16,6.585227489471435547e+00,1.780750579833984375e+02,7.001356236404811852e+02,1.003875732421875000e+00,2.930625000000000000e+06,0.000000000000000000e+00,2.000000000000000000e+01
40,17,5.182087421417236328e+00,1.738027648925781250e+02,6.855922784355039994e+02,1.002990484237670898e+00,3.661875000000000000e+06,0.000000000000000000e+00,3.400000000000000000e+01
40,18,4.617902755737304688e+00,1.960792846679687500e+02,5.975779386559944442e+02,1.002032876014709473e+00,5.023125000000000000e+06,0.000000000000000000e+00,6.800000000000000000e+01
40,19,2.886285066604614258e+00,1.150725784301757812e+02,1.073758334336403550e+03,1.000678420066833496e+00,6.975000000000000000e+05,0.000000000000000000e+00,1.400000000000000000e+01
